County,Year,Total,Felony_Total,Drug_Felony,Violent_Felony,DWI_Felony,Other_Felony,Misdemeanor_Total,Drug_Misd,DWI_Misd,Property_Misd,Other_Misd
Orleans,2005,864,243,60,47,23,113,621,45,161,118,297
Orleans,2006,939,296,57,70,34,135,643,43,154,145,301
Orleans,2007,846,267,77,56,30,104,579,44,120,129,286
Orleans,2008,809,241,50,58,15,118,568,40,134,122,272
Orleans,2009,877,302,59,66,28,149,575,33,123,170,249
Orleans,2010,930,336,81,72,42,141,594,40,152,170,232
Orleans,2011,858,249,47,65,22,115,609,43,107,214,245
Orleans,2012,905,281,53,47,30,151,624,28,130,205,261
Orleans,2013,848,279,41,63,27,148,569,44,129,160,236
Orleans,2014,694,235,64,57,17,97,459,25,82,160,192
Orleans,2015,762,263,42,44,20,157,499,46,102,156,195
Orleans,2016,856,264,54,33,20,157,592,46,116,202,228
Oswego,1970,134,97,10,8,1,78,37,11,1,14,11
Oswego,1971,372,142,31,19,4,88,230,45,37,92,56
Oswego,1972,700,153,17,17,8,111,547,71,113,202,161
Oswego,1973,740,179,47,29,6,97,561,86,128,228,119
Oswego,1974,965,236,46,39,5,146,729,111,146,272,200
Oswego,1975,1127,252,22,41,9,180,875,151,130,352,242
Oswego,1976,1083,255,62,50,6,137,828,130,136,348,214
Oswego,1977,1037,235,28,57,8,142,802,59,204,314,225
Oswego,1978,1529,295,15,58,17,205,1234,46,416,445,327
Oswego,1979,1626,262,19,62,11,170,1364,31,422,540,371
Oswego,1980,1561,253,19,57,21,156,1308,23,345,564,376
Oswego,1981,1569,282,16,65,15,186,1287,22,359,526,380
Oswego,1982,1657,302,15,87,30,170,1355,25,470,477,383
Oswego,1983,1751,340,33,98,35,174,1411,30,455,494,432
Oswego,1984,1930,311,18,98,13,182,1619,25,675,496,423
Oswego,1985,1855,400,22,107,24,247,1455,15,558,473,409
Oswego,1986,2067,411,36,112,19,244,1656,49,587,540,480
Oswego,1987,1859,343,24,87,13,219,1516,24,476,577,439
Oswego,1988,2183,435,14,124,27,270,1748,23,636,568,521
Oswego,1989,2363,432,34,105,35,258,1931,34,677,618,602
Oswego,1990,2571,564,52,125,47,340,2007,31,696,647,633
Oswego,1991,2417,549,25,145,37,342,1868,26,637,584,621
Oswego,1992,2589,602,51,152,49,350,1987,22,628,590,747
Oswego,1993,2502,529,27,169,61,272,1973,27,641,558,747
Oswego,1994,2513,604,23,157,76,348,1909,20,612,552,725
Oswego,1995,2466,545,30,147,56,312,1921,30,480,586,825
Oswego,1996,2532,523,37,150,53,283,2009,35,512,551,911
Oswego,1997,2461,530,53,148,46,283,1931,38,414,568,911
Oswego,1998,2637,637,42,173,65,357,2000,22,481,559,938
Oswego,1999,2464,599,47,166,61,325,1865,34,431,482,918
Oswego,2000,2401,620,53,149,59,359,1781,25,406,476,874
Oswego,2001,2627,699,61,168,77,393,1928,30,442,565,891
Oswego,2002,2533,621,50,163,83,325,1912,43,471,517,881
Oswego,2003,2426,637,53,157,73,354,1789,44,467,454,824
Oswego,2004,2610,764,46,169,90,459,1846,66,542,486,752
Oswego,2005,2741,712,42,196,77,397,2029,55,506,636,832
Oswego,2006,2534,719,72,152,81,414,1815,56,501,464,794
Oswego,2007,2420,695,63,167,71,394,1725,72,453,500,700
Oswego,2008,2943,803,99,163,83,458,2140,105,610,620,805
Oswego,2009,2999,764,85,167,86,426,2235,94,619,685,837
Oswego,2010,2893,766,53,182,90,441,2127,104,467,686,870
Oswego,2011,3177,891,94,206,91,500,2286,187,472,728,899
Oswego,2012,3214,1010,102,215,48,645,2204,171,350,804,879
Oswego,2013,3027,935,150,159,57,569,2092,176,350,791,775
Oswego,2014,2777,815,123,149,54,489,1962,185,371,707,699
Oswego,2015,2871,846,158,196,50,442,2025,198,371,758,698
Oswego,2016,2765,781,121,167,49,444,1984,215,364,754,651
Otsego,1970,98,72,10,14,0,48,26,6,0,4,16
Otsego,1971,219,107,30,16,5,56,112,13,42,20,37
Otsego,1972,435,107,26,15,3,63,328,32,99,82,115
Otsego,1973,466,120,45,17,6,52,346,56,107,92,91
Otsego,1974,599,147,46,16,3,82,452,83,116,138,115
Otsego,1975,666,138,25,20,5,88,528,67,101,247,113
Otsego,1976,712,121,32,15,5,69,591,78,81,277,155
Otsego,1977,605,110,9,10,8,83,495,37,76,267,115
Otsego,1978,657,105,7,17,8,73,552,4,100,291,157
Otsego,1979,866,126,7,17,13,89,740,15,191,347,187
Otsego,1980,919,171,9,48,12,102,748,14,228,300,206
Otsego,1981,1069,199,16,36,12,135,870,14,356,309,191
Otsego,1982,982,153,12,34,15,92,829,15,349,261,204
Otsego,1983,920,158,6,31,21,100,762,11,291,248,212
Otsego,1984,1176,194,20,39,20,115,982,19,418,265,280
Otsego,1985,1390,220,6,71,30,113,1170,39,482,379,270
Otsego,1986,1288,211,18,32,32,129,1077,12,407,357,301
Otsego,1987,1420,206,7,57,27,115,1214,14,433,443,324
Otsego,1988,1544,203,12,49,30,112,1341,27,493,445,376
Otsego,1989,1596,260,19,67,32,142,1336,14,487,401,434
Otsego,1990,1615,257,22,66,34,135,1358,28,610,333,387
Otsego,1991,1421,245,10,62,22,151,1176,14,467,292,403
Otsego,1992,1516,258,13,68,22,155,1258,7,449,364,438
Otsego,1993,1445,286,5,89,27,165,1159,14,320,333,492
Otsego,1994,1413,271,13,58,35,165,1142,14,330,313,485
Otsego,1995,1469,235,19,59,27,130,1234,24,281,356,573
Otsego,1996,1753,378,38,82,35,223,1375,33,370,387,585
Otsego,1997,1610,317,23,74,33,187,1293,27,338,351,577
Otsego,1998,1418,277,16,58,42,161,1141,24,384,274,459
Otsego,1999,1474,286,7,67,30,182,1188,29,358,284,517
Otsego,2000,1469,338,12,89,29,208,1131,16,324,293,498
Otsego,2001,1306,324,10,88,30,196,982,27,287,216,452
Otsego,2002,1328,303,35,73,35,160,1025,42,294,289,400
Otsego,2003,1428,336,35,59,36,206,1092,52,357,275,408
Otsego,2004,1349,317,43,71,31,172,1032,43,374,237,378
Otsego,2005,1240,317,39,65,49,164,923,37,300,234,352
Otsego,2006,1396,425,45,91,39,250,971,56,312,192,411
Otsego,2007,1353,430,49,81,46,254,923,37,301,197,388
Otsego,2008,1419,447,64,81,54,248,972,49,299,283,341
Otsego,2009,1542,429,57,94,53,225,1113,83,372,300,358
Otsego,2010,1679,464,74,83,67,240,1215,89,358,321,447
Otsego,2011,1547,427,76,83,44,224,1120,91,291,335,403
Otsego,2012,1624,428,81,79,40,228,1196,99,283,372,442
Otsego,2013,1339,403,72,85,36,210,936,70,218,304,344
Otsego,2014,1270,366,80,63,32,191,904,86,226,304,288
Otsego,2015,1200,330,54,56,34,186,870,90,206,297,277
Otsego,2016,1138,338,67,52,35,184,800,103,182,240,275
Putnam,1970,474,154,34,31,1,88,320,79,111,35,95
Putnam,1971,696,190,43,28,7,112,506,127,161,59,159
Putnam,1972,681,161,35,27,7,92,520,98,195,84,143
Putnam,1973,705,185,63,29,6,87,520,126,184,78,132
Putnam,1974,830,227,47,41,6,133,603,108,219,117,159
Putnam,1975,956,275,37,57,7,174,681,105,232,157,187
Putnam,1976,1221,282,60,59,10,153,939,151,315,227,246
Putnam,1977,1012,252,25,56,8,163,760,61,251,214,234
Putnam,1978,1017,214,16,49,10,139,803,22,320,250,211
Putnam,1979,1151,267,12,69,4,182,884,43,337,251,253
Putnam,1980,1317,298,31,54,5,208,1019,53,461,246,259
Putnam,1981,1392,318,29,89,5,195,1074,65,523,234,252
Putnam,1982,1611,282,37,71,12,162,1329,69,772,208,280
Putnam,1983,1436,240,28,78,24,110,1196,60,659,190,287
Putnam,1984,1346,252,34,64,10,144,1094,52,583,202,257
Putnam,1985,1273,267,42,55,4,166,1006,55,505,222,224
Putnam,1986,1610,335,70,89,7,169,1275,154,522,290,309
Putnam,1987,1727,265,59,68,9,129,1462,161,647,301,353
Putnam,1988,1596,340,74,75,13,178,1256,117,526,266,347
Putnam,1989,1828,404,114,91,11,188,1424,180,529,287,428
Putnam,1990,2096,421,104,83,19,215,1675,140,629,395,511
Putnam,1991,2099,472,132,93,18,229,1627,167,696,301,463
Putnam,1992,1836,404,77,79,24,224,1432,83,629,262,458
Putnam,1993,1737,425,129,86,18,192,1312,93,512,213,494
Putnam,1994,1562,352,90,71,19,172,1210,80,458,281,391
Putnam,1995,1423,367,120,62,25,160,1056,81,375,220,380
Putnam,1996,1321,364,71,88,23,182,957,83,301,219,354
Putnam,1997,1345,319,57,66,15,181,1026,60,379,219,368
Putnam,1998,1429,312,58,72,17,165,1117,71,370,221,455
Putnam,1999,1459,353,75,58,21,199,1106,61,384,240,421
Putnam,2000,1292,270,51,66,13,140,1022,68,357,197,400
Putnam,2001,1225,262,38,56,12,156,963,65,277,203,418
Putnam,2002,1383,318,40,78,15,185,1065,142,280,180,463
Putnam,2003,1436,335,64,68,17,186,1101,78,373,216,434
Putnam,2004,1363,308,54,44,22,188,1055,89,416,176,374
Putnam,2005,1532,386,77,94,15,200,1146,82,379,206,479
Putnam,2006,1476,339,55,99,20,165,1137,103,387,188,459
Putnam,2007,1444,340,76,70,26,168,1104,110,392,170,432
Putnam,2008,1714,434,98,87,40,209,1280,108,553,181,438
Putnam,2009,1565,356,80,80,51,145,1209,134,494,187,394
Putnam,2010,1651,375,93,69,56,157,1276,185,442,213,436
Putnam,2011,1563,375,100,67,43,165,1188,190,451,178,369
Putnam,2012,1524,379,109,45,56,169,1145,256,398,159,332
Putnam,2013,1500,331,103,47,52,129,1169,200,430,190,349
Putnam,2014,1270,333,86,52,45,150,937,187,347,155,248
Putnam,2015,1168,275,68,47,38,122,893,185,342,122,244
Putnam,2016,1393,314,82,45,38,149,1079,230,445,140,264
Queens,1970,13267,8249,2038,2012,13,4186,5018,2405,471,1108,1034
Queens,1971,15971,9515,1887,2417,15,5196,6456,2087,561,1919,1889
Queens,1972,17713,9558,1202,3118,7,5231,8155,1289,716,2775,3375
Queens,1973,16227,8759,802,3424,10,4523,7468,836,789,2907,2936
Queens,1974,20210,10204,838,3956,8,5402,10006,1005,966,3903,4132
Queens,1975,19913,10504,688,4385,3,5428,9409,978,809,4094,3528
Queens,1976,21162,12125,999,4726,4,6396,9037,949,738,3953,3397
Queens,1977,21332,12278,982,4626,5,6665,9054,770,574,4256,3454
Queens,1978,21894,12214,804,4932,3,6475,9680,1147,540,3783,4210
Queens,1979,23575,13233,1208,5172,20,6833,10342,1326,563,4309,4144
Queens,1980,23511,14003,1412,5489,19,7083,9508,1389,491,4040,3588
Queens,1981,23294,13195,1301,5900,12,5982,10099,2088,475,3740,3796
Queens,1982,24998,13730,1206,6353,78,6093,11268,2045,699,4399,4125
Queens,1983,24628,13431,1623,5912,56,5840,11197,1796,1092,4346,3963
Queens,1984,27060,13601,1726,5887,30,5958,13459,2742,1581,4222,4914
Queens,1985,28208,13824,2208,6002,18,5596,14384,2805,1550,4371,5658
Queens,1986,32175,17931,4166,7229,19,6517,14244,3016,1425,4332,5471
Queens,1987,36292,19763,4680,7887,15,7181,16529,3666,1405,5557,5901
Queens,1988,41229,22782,6526,8118,25,8113,18447,4650,1577,5902,6318
Queens,1989,40803,22417,5827,8560,31,7999,18386,5119,1400,5859,6008
Queens,1990,38184,21574,5759,8760,23,7032,16610,4235,1281,5388,5706
Queens,1991,37470,20836,5236,8931,16,6653,16634,3850,1373,5526,5885
Queens,1992,36401,19496,4836,8691,27,5942,16905,3254,1475,5956,6220
Queens,1993,37162,19050,4714,8584,14,5738,18112,2907,1326,7073,6806
Queens,1994,43384,19616,4557,8648,32,6379,23768,4733,1327,8149,9559
Queens,1995,45204,19846,4069,8771,34,6972,25358,5547,1768,7971,10072
Queens,1996,44602,19947,4475,7830,180,7462,24655,5688,1154,7782,10031
Queens,1997,48733,19922,3801,8246,180,7695,28811,8268,1212,7980,11351
Queens,1998,52226,20006,4551,7926,214,7315,32220,10620,1284,7979,12337
Queens,1999,50153,18753,3711,7201,207,7634,31400,10485,970,7601,12344
Queens,2000,51662,18076,3730,6836,196,7314,33586,12873,1032,7432,12249
Queens,2001,45767,16197,2506,6419,184,7088,29570,10608,1084,6461,11417
Queens,2002,45984,16031,2462,5943,205,7421,29953,11633,1273,6181,10866
Queens,2003,46865,15570,2158,5743,170,7499,31295,11380,1462,7582,10871
Queens,2004,46679,16692,2931,5438,252,8071,29987,7184,2098,8067,12638
Queens,2005,49488,17268,3181,5522,294,8271,32220,8040,2582,8223,13375
Queens,2006,52908,17989,3573,5614,318,8484,34919,8956,2848,8693,14422
Queens,2007,56275,18457,3524,5640,327,8966,37818,10004,2935,9803,15076
Queens,2008,56755,17809,2988,5725,286,8810,38946,10519,2848,10357,15222
Queens,2009,57243,17195,2678,5573,253,8691,40048,10468,2922,10506,16152
Queens,2010,59263,17671,2513,5585,244,9329,41592,11183,2665,11349,16395
Queens,2011,58341,17347,2407,5801,218,8921,40994,11376,2484,11492,15642
Queens,2012,56667,17909,2341,5814,245,9509,38758,9449,2493,11304,15512
Queens,2013,60677,19580,2631,6022,341,10586,41097,8996,2632,12385,17084
Queens,2014,60461,19031,2232,5670,330,10799,41430,8855,2557,13107,16911
Queens,2015,54143,18929,2251,5671,269,10738,35214,6145,1957,12007,15105
Queens,2016,50615,18367,1929,5315,327,10796,32248,5616,1839,10371,14422
Rensselaer,1970,381,239,73,45,0,121,142,94,0,18,30
Rensselaer,1971,716,273,40,64,1,168,443,202,39,85,117
Rensselaer,1972,1088,392,128,71,6,187,696,199,57,153,287
Rensselaer,1973,1220,364,86,89,7,182,856,299,67,201,289
Rensselaer,1974,1215,450,98,88,3,261,765,153,85,238,289
Rensselaer,1975,1219,439,76,117,4,242,780,145,76,231,328
Rensselaer,1976,1447,494,79,128,14,273,953,140,199,236,378
Rensselaer,1977,1749,517,44,118,24,331,1232,72,357,357,446
Rensselaer,1978,2392,606,43,130,32,401,1786,76,607,467,636
Rensselaer,1979,2542,674,37,170,22,445,1868,49,550,577,692
Rensselaer,1980,2724,682,41,192,32,417,2042,60,725,576,681
Rensselaer,1981,2628,621,40,209,49,323,2007,63,795,530,619
Rensselaer,1982,2254,543,20,217,39,267,1711,25,614,480,592
Rensselaer,1983,2411,526,22,174,42,288,1885,37,851,452,545
Rensselaer,1984,2230,491,19,187,28,257,1739,51,663,488,537
Rensselaer,1985,2377,494,33,182,23,256,1883,55,893,414,521
Rensselaer,1986,2524,544,38,176,42,288,1980,48,804,529,599
Rensselaer,1987,2572,533,58,197,15,263,2039,64,770,575,630
Rensselaer,1988,2897,624,130,175,20,299,2273,95,916,612,650
Rensselaer,1989,3223,671,108,198,41,324,2552,98,933,702,819
Rensselaer,1990,3528,773,89,246,62,376,2755,92,1013,762,888
Rensselaer,1991,3389,813,119,273,45,376,2576,57,825,865,829
Rensselaer,1992,3196,747,103,230,66,348,2449,67,709,838,835
Rensselaer,1993,3322,858,203,261,57,337,2464,167,640,759,898
Rensselaer,1994,3071,821,184,238,61,338,2250,106,555,616,973
Rensselaer,1995,3358,833,181,249,56,347,2525,118,513,714,1180
Rensselaer,1996,3311,852,150,276,60,366,2459,119,466,692,1182
Rensselaer,1997,3381,997,233,264,66,434,2384,102,550,584,1148
Rensselaer,1998,3434,930,180,246,51,453,2504,128,538,652,1186
Rensselaer,1999,3489,861,173,226,64,398,2628,180,660,594,1194
Rensselaer,2000,3475,942,162,268,89,423,2533,137,624,625,1147
Rensselaer,2001,3493,981,163,273,65,480,2512,136,593,590,1193
Rensselaer,2002,3486,985,167,258,55,505,2501,100,561,563,1277
Rensselaer,2003,3358,972,185,266,50,471,2386,122,466,555,1243
Rensselaer,2004,3551,1089,226,257,65,541,2462,125,578,520,1239
Rensselaer,2005,3396,1060,227,240,69,524,2336,129,556,509,1142
Rensselaer,2006,3523,1072,193,243,73,563,2451,139,601,462,1249
Rensselaer,2007,3591,1092,194,269,65,564,2499,166,577,503,1253
Rensselaer,2008,3462,1035,152,262,70,551,2427,137,459,577,1254
Rensselaer,2009,3593,1084,169,295,56,564,2509,217,490,665,1137
Rensselaer,2010,3744,1139,152,265,99,623,2605,182,573,754,1096
Rensselaer,2011,3488,1097,167,255,80,595,2391,214,425,784,968
Rensselaer,2012,3736,1272,184,294,91,703,2464,223,464,718,1059
Rensselaer,2013,3470,1130,167,290,67,606,2340,228,401,678,1033
Rensselaer,2014,3270,1043,145,250,69,579,2227,268,427,657,875
Rensselaer,2015,3449,1114,147,239,61,667,2335,260,454,746,875
Rensselaer,2016,3437,1086,167,232,51,636,2351,331,449,700,871
Richmond,1970,1447,913,216,241,0,456,534,274,71,65,124
Richmond,1971,1782,1000,226,279,1,494,782,235,67,209,271
Richmond,1972,2362,1097,177,372,2,546,1265,141,98,435,591
Richmond,1973,2767,1224,133,439,1,651,1543,238,220,529,556
Richmond,1974,3182,1293,86,480,0,727,1889,176,175,771,767
Richmond,1975,2896,1183,65,499,0,619,1713,124,172,842,575
Richmond,1976,3004,1333,71,594,2,666,1671,158,139,761,613
Richmond,1977,3252,1397,66,579,2,750,1855,113,132,981,629
Richmond,1978,3278,1441,66,661,1,713,1837,90,151,895,701
Richmond,1979,3843,1766,76,760,0,930,2077,132,136,1079,730
Richmond,1980,3796,1810,71,790,0,949,1986,112,154,922,798
Richmond,1981,4039,1900,94,883,2,921,2139,192,178,972,797
Richmond,1982,3967,1844,55,1015,5,769,2123,184,207,963,769
Richmond,1983,4378,1912,77,1019,3,813,2466,310,365,894,897
Richmond,1984,5301,2108,92,1162,4,850,3193,365,624,1062,1142
Richmond,1985,5639,2148,120,1120,1,907,3491,466,539,1072,1414
Richmond,1986,5877,2337,405,1096,0,836,3540,437,504,1051,1548
Richmond,1987,6916,2701,537,1192,0,972,4215,558,561,1339,1757
Richmond,1988,6975,3049,584,1279,1,1185,3926,520,514,1270,1622
Richmond,1989,6888,3042,594,1311,0,1137,3846,491,483,1182,1690
Richmond,1990,6865,3174,561,1421,0,1192,3691,314,419,1251,1707
Richmond,1991,6984,3351,541,1530,0,1280,3633,345,389,1151,1748
Richmond,1992,6304,3049,459,1530,1,1059,3255,272,508,993,1482
Richmond,1993,6111,2918,487,1381,1,1049,3193,343,494,1027,1329
Richmond,1994,7193,3336,721,1454,0,1161,3857,702,391,1159,1605
Richmond,1995,8552,3616,897,1599,0,1120,4936,894,382,1505,2155
Richmond,1996,9234,3775,1000,1597,0,1178,5459,1006,422,1724,2307
Richmond,1997,10035,3979,952,1689,2,1336,6056,1466,541,1577,2472
Richmond,1998,10352,3699,1266,1182,3,1248,6653,2532,438,1289,2394
Richmond,1999,10188,4093,1782,1124,5,1182,6095,2054,371,1405,2265
Richmond,2000,10746,3946,1542,1111,6,1287,6800,2726,341,1365,2368
Richmond,2001,9771,3312,992,1093,3,1224,6459,2069,398,1428,2564
Richmond,2002,9565,3034,797,1039,7,1191,6531,2492,464,1373,2202
Richmond,2003,9059,2677,548,920,5,1204,6382,2233,503,1330,2316
Richmond,2004,8582,2588,606,927,13,1042,5994,1537,633,1385,2439
Richmond,2005,9182,2921,853,923,15,1130,6261,1606,616,1485,2554
Richmond,2006,10513,3412,1172,945,13,1282,7101,1840,655,1676,2930
Richmond,2007,10672,3568,1147,903,15,1503,7104,2176,543,1447,2938
Richmond,2008,13003,3836,1095,1079,10,1652,9167,3486,449,2073,3159
Richmond,2009,11579,3731,1077,977,14,1663,7848,2655,426,1790,2977
Richmond,2010,11958,3612,892,949,14,1757,8346,2963,407,1916,3060
Richmond,2011,12073,3536,783,1064,20,1669,8537,3323,497,1773,2944
Richmond,2012,11397,3396,650,1051,25,1670,8001,2702,454,1860,2985
Richmond,2013,11142,3561,758,1059,54,1690,7581,2357,572,1953,2699
Richmond,2014,11836,3735,775,1074,54,1832,8101,2562,524,2193,2822
Richmond,2015,9799,3389,714,1041,76,1558,6410,1567,546,1820,2477
Richmond,2016,10666,3747,733,970,71,1973,6919,1836,644,1936,2503
Rockland,1970,1034,457,113,118,4,222,577,181,48,130,218
Rockland,1971,1453,638,188,125,7,318,815,239,76,158,342
Rockland,1972,1879,658,170,165,6,317,1221,255,192,303,471
Rockland,1973,2034,681,141,179,5,356,1353,241,287,401,424
Rockland,1974,2080,693,138,170,11,374,1387,222,297,460,408
Rockland,1975,2457,743,115,176,9,443,1714,163,352,686,513
Rockland,1976,2857,892,147,236,16,493,1965,186,281,832,666
Rockland,1977,2980,834,130,245,15,444,2146,133,322,923,768
Rockland,1978,3081,885,116,253,24,492,2196,77,282,1002,835
Rockland,1979,3000,864,81,246,27,510,2136,88,300,916,832
Rockland,1980,3474,947,85,257,38,567,2527,109,441,1084,893
Rockland,1981,3062,938,77,283,48,530,2124,105,428,881,710
Rockland,1982,2757,802,91,258,43,410,1955,172,456,654,673
Rockland,1983,3115,907,115,278,77,437,2208,173,641,648,746
Rockland,1984,3251,885,87,253,98,447,2366,185,930,536,715
Rockland,1985,3436,916,117,247,102,450,2520,202,1013,640,665
Rockland,1986,3047,985,124,218,107,536,2062,231,660,515,656
Rockland,1987,3224,813,132,232,88,361,2411,264,619,783,745
Rockland,1988,3649,1006,238,226,121,421,2643,419,579,839,806
Rockland,1989,3664,1085,318,278,103,386,2579,407,613,733,826
Rockland,1990,3827,1199,317,314,106,462,2628,261,626,724,1017
Rockland,1991,3513,1117,297,340,84,396,2396,260,576,650,910
Rockland,1992,3270,1080,284,289,112,395,2190,291,550,563,786
Rockland,1993,3075,917,247,257,78,335,2158,285,586,543,744
Rockland,1994,3038,920,200,246,77,397,2118,339,542,539,698
Rockland,1995,3304,969,222,293,73,381,2335,348,486,712,789
Rockland,1996,3685,1112,267,308,53,484,2573,255,467,754,1097
Rockland,1997,3660,1163,320,338,62,443,2497,213,530,816,938
Rockland,1998,3775,1225,331,279,77,538,2550,207,540,869,934
Rockland,1999,3896,1081,203,286,70,522,2815,308,574,948,985
Rockland,2000,3684,1092,193,265,76,558,2592,241,589,843,919
Rockland,2001,3842,1194,198,312,69,615,2648,229,553,896,970
Rockland,2002,4200,1288,214,351,72,651,2912,269,572,1017,1054
Rockland,2003,4498,1383,321,324,74,664,3115,249,662,1060,1144
Rockland,2004,4672,1334,295,324,86,629,3338,287,757,1057,1237
Rockland,2005,4713,1482,328,356,116,682,3231,269,839,918,1205
Rockland,2006,4789,1487,364,308,113,702,3302,380,911,809,1202
Rockland,2007,4776,1568,355,361,130,722,3208,306,904,779,1219
Rockland,2008,4924,1635,310,383,126,816,3289,337,759,899,1294
Rockland,2009,4820,1474,303,327,130,714,3346,297,780,1036,1233
Rockland,2010,4736,1402,262,282,130,728,3334,288,820,1014,1212
Rockland,2011,4410,1419,275,370,111,663,2991,254,630,916,1191
Rockland,2012,4109,1317,201,315,117,684,2792,280,604,870,1038
Rockland,2013,4016,1220,223,311,89,597,2796,348,609,856,983
Rockland,2014,3972,1195,196,312,81,606,2777,453,613,782,929
Rockland,2015,3946,1218,152,292,94,680,2728,390,712,748,878
Rockland,2016,3581,1074,112,270,69,623,2507,347,595,724,841
Saratoga,1970,271,188,39,25,2,122,83,26,0,12,45
Saratoga,1971,585,198,29,44,1,124,387,127,55,78,127
Saratoga,1972,1088,233,57,38,1,137,855,143,237,204,271
Saratoga,1973,1185,276,73,46,4,153,909,99,391,181,238
Saratoga,1974,1702,284,56,52,10,166,1418,154,512,368,384
Saratoga,1975,1874,421,78,65,5,273,1453,161,592,324,376
Saratoga,1976,2401,401,83,69,12,237,2000,203,784,477,536
Saratoga,1977,2704,417,44,83,21,269,2287,168,909,658,552
Saratoga,1978,2777,465,36,86,16,327,2312,37,959,695,621
Saratoga,1979,3244,590,42,104,30,414,2654,57,1067,770,760
Saratoga,1980,3632,630,37,147,32,414,3002,80,1154,924,844
Saratoga,1981,3496,671,36,128,38,469,2825,70,1043,880,832
Saratoga,1982,3213,566,36,150,46,334,2647,57,1008,815,767
Saratoga,1983,3519,567,44,160,53,310,2952,61,1304,795,792
Saratoga,1984,3424,475,23,135,32,285,2949,25,1295,744,885
Saratoga,1985,3694,642,63,171,36,372,3052,73,1293,756,930
Saratoga,1986,3650,664,41,151,52,420,2986,82,1136,822,946
Saratoga,1987,3540,577,49,153,38,337,2963,74,1120,816,953
Saratoga,1988,4002,699,82,163,50,404,3303,123,1193,871,1116
Saratoga,1989,4480,694,86,147,55,406,3786,74,1359,1012,1341
Saratoga,1990,4347,638,33,162,55,388,3709,58,1271,1075,1305
Saratoga,1991,4392,717,76,180,83,378,3675,40,1224,1050,1361
Saratoga,1992,4359,763,48,237,87,391,3596,54,1171,1034,1337
Saratoga,1993,3826,699,65,179,94,361,3127,63,974,799,1291
Saratoga,1994,3738,711,52,201,111,347,3027,54,888,850,1235
Saratoga,1995,3903,787,61,186,109,431,3116,54,853,831,1378
Saratoga,1996,4040,803,64,192,109,438,3237,61,784,888,1504
Saratoga,1997,3655,743,58,157,98,430,2912,65,703,774,1370
Saratoga,1998,3611,768,64,186,95,423,2843,78,705,756,1304
Saratoga,1999,3432,713,45,160,111,397,2719,61,754,685,1219
Saratoga,2000,3947,811,68,172,113,458,3136,109,815,790,1422
Saratoga,2001,3899,862,72,198,85,507,3037,103,885,749,1300
Saratoga,2002,4209,867,91,207,108,461,3342,137,895,814,1496
Saratoga,2003,4252,881,107,190,120,464,3371,196,1014,775,1386
Saratoga,2004,3745,854,98,167,109,480,2891,125,891,784,1091
Saratoga,2005,3758,884,82,184,134,484,2874,121,944,677,1132
Saratoga,2006,3959,916,126,185,106,499,3043,171,901,814,1157
Saratoga,2007,3915,923,90,181,129,523,2992,170,905,787,1130
Saratoga,2008,3789,912,121,184,135,472,2877,191,780,757,1149
Saratoga,2009,4108,943,104,201,127,511,3165,221,923,795,1226
Saratoga,2010,3961,945,119,173,148,505,3016,250,738,928,1100
Saratoga,2011,3567,899,101,165,111,522,2668,198,597,779,1094
Saratoga,2012,3748,983,127,167,108,581,2765,257,723,756,1029
Saratoga,2013,3971,1018,148,181,127,562,2953,290,759,780,1124
Saratoga,2014,3965,964,152,165,108,539,3001,336,760,913,992
Saratoga,2015,3878,956,128,151,112,565,2922,316,714,938,954
Saratoga,2016,3762,989,177,179,123,510,2773,395,818,738,822
Schenectady,1970,356,188,21,40,2,125,168,56,14,27,71
Schenectady,1971,575,271,98,51,3,119,304,64,27,78,135
Schenectady,1972,1144,243,48,55,6,134,901,72,150,257,422
Schenectady,1973,1416,379,107,84,2,186,1037,130,170,343,394
Schenectady,1974,1596,387,94,87,4,202,1209,160,172,431,446
Schenectady,1975,1670,400,75,90,1,234,1270,151,110,482,527
Schenectady,1976,1528,475,42,156,1,276,1053,68,122,421,442
Schenectady,1977,1541,406,19,98,9,280,1135,59,181,419,476
Schenectady,1978,1912,416,7,137,18,254,1496,17,361,565,553
Schenectady,1979,2040,426,26,126,24,250,1614,29,506,514,565
Schenectady,1980,2607,495,50,123,48,274,2112,42,687,669,714
Schenectady,1981,2597,466,45,132,40,249,2131,30,677,731,693
Schenectady,1982,2495,473,26,158,57,232,2022,29,787,599,607
Schenectady,1983,2467,501,37,140,69,255,1966,34,775,592,565
Schenectady,1984,2598,568,37,164,87,280,2030,29,820,553,628
Schenectady,1985,2301,524,42,142,70,270,1777,28,667,550,532
Schenectady,1986,2613,603,45,140,74,344,2010,51,607,629,723
Schenectady,1987,2708,664,81,180,66,337,2044,72,535,707,730
Schenectady,1988,2971,734,157,162,77,338,2237,88,609,762,778
Schenectady,1989,3122,772,225,175,68,304,2350,164,514,820,852
Schenectady,1990,3257,869,190,251,50,378,2388,132,554,868,834
Schenectady,1991,3741,838,163,233,57,385,2903,165,687,961,1090
Schenectady,1992,3207,814,137,218,52,407,2393,119,614,752,908
Schenectady,1993,3249,847,191,258,41,357,2402,158,637,689,918
Schenectady,1994,2733,796,123,246,38,389,1937,125,406,684,722
