Row_Created_Date_Time,Service_Year,OMH_Region_Code,OMH_Region_Label,County_Label,Age_Group,Rate_Code_Group,Recipient_Count_By_County,Count_Of_ Recipients_By_Rate_Code_Group_And_County,Units_Total,Paid_Claim_Total
7/19/2017 9:44,2007,3,Hudson River,Rockland,ADULT,Clinic Treatment,3201,1321,10639,3363098
7/19/2017 9:44,2007,3,Hudson River,Rockland,ADULT,Community Residence,3201,231,1991,4697475
7/19/2017 9:44,2007,3,Hudson River,Rockland,ADULT,Psychiatric Inpatient,3201,358,8698,6206463
7/19/2017 9:44,2007,3,Hudson River,Rockland,ADULT,Psychiatric Inpatient OMH,3201,62,11619,7802181
7/19/2017 9:44,2007,3,Hudson River,Rockland,ADULT,Intensive Psychiatric Rehabilitation Treatment,3201,46,2140,236176
7/19/2017 9:44,2007,3,Hudson River,Rockland,ADULT,Partial Hospitalization,3201,170,2286,291274
7/19/2017 9:44,2007,3,Hudson River,Rockland,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),3201,1093,10344,19290156
7/19/2017 9:44,2007,3,Hudson River,Rockland,ADULT,"Targeted Case Management (ICM, BCM, SCM)",3201,257,1624,684714
7/19/2017 9:44,2007,3,Hudson River,Rockland,CHILD,Clinic Treatment,576,428,4196,1230296
7/19/2017 9:44,2007,3,Hudson River,Rockland,CHILD,Community Residence,576,1,1,3136
7/19/2017 9:44,2007,3,Hudson River,Rockland,CHILD,Day Treatment,576,32,667,184151
7/19/2017 9:44,2007,3,Hudson River,Rockland,CHILD,Psychiatric Inpatient OMH,576,128,11183,12340566
7/19/2017 9:44,2007,3,Hudson River,Rockland,CHILD,"Targeted Case Management (ICM, BCM, SCM)",576,58,476,245330
7/19/2017 9:44,2007,3,Hudson River,Saratoga,ADULT,Continuing Day Treatment,912,107,6707,327056
7/19/2017 9:44,2007,3,Hudson River,Saratoga,ADULT,Clinic Treatment,912,664,8214,2701360
7/19/2017 9:44,2007,3,Hudson River,Saratoga,ADULT,Community Residence,912,87,702,1172037
7/19/2017 9:44,2007,3,Hudson River,Saratoga,ADULT,Psychiatric Inpatient,912,169,1375,950453
7/19/2017 9:44,2007,3,Hudson River,Saratoga,ADULT,Partial Hospitalization,912,114,1673,186728
7/19/2017 9:44,2007,3,Hudson River,Saratoga,ADULT,"Targeted Case Management (ICM, BCM, SCM)",912,112,997,490321
7/19/2017 9:44,2007,3,Hudson River,Saratoga,CHILD,Clinic Treatment,474,149,1539,531180
7/19/2017 9:44,2007,3,Hudson River,Saratoga,CHILD,Psychiatric Inpatient,474,327,10966,7861886
7/19/2017 9:44,2007,3,Hudson River,Saratoga,CHILD,"Targeted Case Management (ICM, BCM, SCM)",474,24,112,54596
7/19/2017 9:44,2007,3,Hudson River,Schenectady,ADULT,Assertive Community Treatment,1614,49,497,718257
7/19/2017 9:44,2007,3,Hudson River,Schenectady,ADULT,Continuing Day Treatment,1614,329,16380,1186187
7/19/2017 9:44,2007,3,Hudson River,Schenectady,ADULT,Clinic Treatment,1614,1228,18975,2159753
7/19/2017 9:44,2007,3,Hudson River,Schenectady,ADULT,Community Residence,1614,139,1106,2478595
7/19/2017 9:44,2007,3,Hudson River,Schenectady,ADULT,Psychiatric Inpatient,1614,470,3560,2025840
7/19/2017 9:44,2007,3,Hudson River,Schenectady,ADULT,Intensive Psychiatric Rehabilitation Treatment,1614,22,384,25400
7/19/2017 9:44,2007,3,Hudson River,Schenectady,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1614,47,422,272665
7/19/2017 9:44,2007,3,Hudson River,Schenectady,CHILD,Home and Community Based Services Waiver (HCBS),794,1,3,0
7/19/2017 9:44,2007,3,Hudson River,Schenectady,CHILD,Clinic Treatment,794,660,9283,1393334
7/19/2017 9:44,2007,3,Hudson River,Schenectady,CHILD,Community Residence,794,1,1,1730
7/19/2017 9:44,2007,3,Hudson River,Schenectady,CHILD,Psychiatric Inpatient,794,166,2522,1207470
7/19/2017 9:44,2007,3,Hudson River,Schenectady,CHILD,"Targeted Case Management (ICM, BCM, SCM)",794,46,202,78339
7/19/2017 9:44,2007,3,Hudson River,Schoharie,ADULT,Clinic Treatment,306,297,3243,622053
7/19/2017 9:44,2007,3,Hudson River,Schoharie,ADULT,Community Residence,306,15,144,280859
7/19/2017 9:44,2007,3,Hudson River,Schoharie,ADULT,"Targeted Case Management (ICM, BCM, SCM)",306,39,252,116726
7/19/2017 9:44,2007,3,Hudson River,Schoharie,CHILD,Clinic Treatment,190,184,1871,347459
7/19/2017 9:44,2007,3,Hudson River,Schoharie,CHILD,"Targeted Case Management (ICM, BCM, SCM)",190,31,219,94543
7/19/2017 9:44,2007,3,Hudson River,Sullivan,ADULT,Continuing Day Treatment,705,138,13483,862916
7/19/2017 9:44,2007,3,Hudson River,Sullivan,ADULT,Clinic Treatment,705,352,2976,843165
7/19/2017 9:44,2007,3,Hudson River,Sullivan,ADULT,Community Residence,705,39,273,526692
7/19/2017 9:44,2007,3,Hudson River,Sullivan,ADULT,Psychiatric Inpatient,705,233,2054,1867324
7/19/2017 9:44,2007,3,Hudson River,Sullivan,ADULT,Intensive Psychiatric Rehabilitation Treatment,705,22,880,116185
7/19/2017 9:44,2007,3,Hudson River,Sullivan,ADULT,"Targeted Case Management (ICM, BCM, SCM)",705,144,1004,389862
7/19/2017 9:44,2007,3,Hudson River,Sullivan,CHILD,Clinic Treatment,180,167,1808,551880
7/19/2017 9:44,2007,3,Hudson River,Sullivan,CHILD,Psychiatric Inpatient,180,9,16,13623
7/19/2017 9:44,2007,3,Hudson River,Sullivan,CHILD,"Targeted Case Management (ICM, BCM, SCM)",180,20,111,56553
7/19/2017 9:44,2007,3,Hudson River,Ulster,ADULT,Assertive Community Treatment,1463,51,442,546755
7/19/2017 9:44,2007,3,Hudson River,Ulster,ADULT,Continuing Day Treatment,1463,143,9952,895661
7/19/2017 9:44,2007,3,Hudson River,Ulster,ADULT,Clinic Treatment,1463,1034,17288,3158758
7/19/2017 9:44,2007,3,Hudson River,Ulster,ADULT,Community Residence,1463,120,1124,2537484
7/19/2017 9:44,2007,3,Hudson River,Ulster,ADULT,Psychiatric Inpatient,1463,313,4011,3229836
7/19/2017 9:44,2007,3,Hudson River,Ulster,ADULT,Intensive Psychiatric Rehabilitation Treatment,1463,50,238,79718
7/19/2017 9:44,2007,3,Hudson River,Ulster,ADULT,Partial Hospitalization,1463,77,943,120870
7/19/2017 9:44,2007,3,Hudson River,Ulster,ADULT,"Targeted Case Management (ICM, BCM, SCM)",1463,67,554,285581
7/19/2017 9:44,2007,3,Hudson River,Ulster,CHILD,Home and Community Based Services Waiver (HCBS),647,63,485,1232645
7/19/2017 9:44,2007,3,Hudson River,Ulster,CHILD,Clinic Treatment,647,530,11565,2309026
7/19/2017 9:44,2007,3,Hudson River,Ulster,CHILD,Day Treatment,647,51,2408,723857
7/19/2017 9:44,2007,3,Hudson River,Ulster,CHILD,Family Based Treatment/Teaching Family Home,647,41,300,1410225
7/19/2017 9:44,2007,3,Hudson River,Ulster,CHILD,Partial Hospitalization,647,31,460,56475
7/19/2017 9:44,2007,3,Hudson River,Ulster,CHILD,"Targeted Case Management (ICM, BCM, SCM)",647,39,275,156446
7/19/2017 9:44,2007,3,Hudson River,Warren,ADULT,Continuing Day Treatment,870,74,5791,365251
7/19/2017 9:44,2007,3,Hudson River,Warren,ADULT,Clinic Treatment,870,662,8457,889309
7/19/2017 9:44,2007,3,Hudson River,Warren,ADULT,Community Residence,870,18,124,205204
7/19/2017 9:44,2007,3,Hudson River,Warren,ADULT,Psychiatric Inpatient,870,287,2214,986318
7/19/2017 9:44,2007,3,Hudson River,Warren,ADULT,"Targeted Case Management (ICM, BCM, SCM)",870,43,307,198335
7/19/2017 9:44,2007,3,Hudson River,Warren,CHILD,Clinic Treatment,430,402,4789,589402
7/19/2017 9:44,2007,3,Hudson River,Warren,CHILD,Community Residence,430,2,10,16711
7/19/2017 9:44,2007,3,Hudson River,Warren,CHILD,Psychiatric Inpatient,430,37,107,40304
7/19/2017 9:44,2007,3,Hudson River,Warren,CHILD,"Targeted Case Management (ICM, BCM, SCM)",430,33,190,122750
7/19/2017 9:44,2007,3,Hudson River,Washington,ADULT,Clinic Treatment,490,414,4064,620151
7/19/2017 9:44,2007,3,Hudson River,Washington,ADULT,Community Residence,490,61,472,787512
7/19/2017 9:44,2007,3,Hudson River,Washington,ADULT,"Targeted Case Management (ICM, BCM, SCM)",490,50,327,126774
7/19/2017 9:44,2007,3,Hudson River,Washington,CHILD,Clinic Treatment,412,388,3881,607668
7/19/2017 9:44,2007,3,Hudson River,Washington,CHILD,Day Treatment,412,14,1016,351409
7/19/2017 9:44,2007,3,Hudson River,Washington,CHILD,"Targeted Case Management (ICM, BCM, SCM)",412,19,119,46149
7/19/2017 9:44,2007,3,Hudson River,Westchester,ADULT,Assertive Community Treatment,9274,291,2568,3534082
7/19/2017 9:44,2007,3,Hudson River,Westchester,ADULT,Continuing Day Treatment,9274,661,65277,5572111
7/19/2017 9:44,2007,3,Hudson River,Westchester,ADULT,Clinic Treatment,9274,6167,89777,20551544
7/19/2017 9:44,2007,3,Hudson River,Westchester,ADULT,Comprehensive Psychiatric Emergency Program,9274,293,350,139686
7/19/2017 9:44,2007,3,Hudson River,Westchester,ADULT,Community Residence,9274,361,2940,6485933
7/19/2017 9:44,2007,3,Hudson River,Westchester,ADULT,Psychiatric Inpatient,9274,2896,79183,71058032
7/19/2017 9:44,2007,3,Hudson River,Westchester,ADULT,Intensive Psychiatric Rehabilitation Treatment,9274,51,2166,216980
7/19/2017 9:44,2007,3,Hudson River,Westchester,ADULT,Partial Hospitalization,9274,323,3423,341990
7/19/2017 9:44,2007,3,Hudson River,Westchester,ADULT,"Targeted Case Management (ICM, BCM, SCM)",9274,861,6328,2615989
7/19/2017 9:44,2007,3,Hudson River,Westchester,CHILD,Home and Community Based Services Waiver (HCBS),4120,61,382,1113235
7/19/2017 9:44,2007,3,Hudson River,Westchester,CHILD,Clinic Treatment,4120,2473,52171,9750422
7/19/2017 9:44,2007,3,Hudson River,Westchester,CHILD,Comprehensive Psychiatric Emergency Program,4120,123,131,63209
7/19/2017 9:44,2007,3,Hudson River,Westchester,CHILD,Community Residence,4120,14,87,663632
7/19/2017 9:44,2007,3,Hudson River,Westchester,CHILD,Day Treatment,4120,284,27715,4994855
7/19/2017 9:44,2007,3,Hudson River,Westchester,CHILD,Family Based Treatment/Teaching Family Home,4120,7,47,194564
7/19/2017 9:44,2007,3,Hudson River,Westchester,CHILD,Psychiatric Inpatient,4120,1386,61344,42315343
7/19/2017 9:44,2007,3,Hudson River,Westchester,CHILD,Partial Hospitalization,4120,98,1541,220755
7/19/2017 9:44,2007,3,Hudson River,Westchester,CHILD,Residential Treatment Facility,4120,189,44230,19534887
7/19/2017 9:44,2007,3,Hudson River,Westchester,CHILD,"Targeted Case Management (ICM, BCM, SCM)",4120,105,636,365249
7/19/2017 9:44,2007,4,New York City,Bronx,ADULT,Assertive Community Treatment,24787,435,3291,4129185
7/19/2017 9:44,2007,4,New York City,Bronx,ADULT,Continuing Day Treatment,24787,2472,228505,21416168
7/19/2017 9:44,2007,4,New York City,Bronx,ADULT,Clinic Treatment,24787,18728,256922,36733484
7/19/2017 9:44,2007,4,New York City,Bronx,ADULT,Comprehensive Psychiatric Emergency Program,24787,1710,2458,1071569
7/19/2017 9:44,2007,4,New York City,Bronx,ADULT,Community Residence,24787,398,3463,6993271
7/19/2017 9:44,2007,4,New York City,Bronx,ADULT,Psychiatric Inpatient,24787,3496,85177,73500732
7/19/2017 9:44,2007,4,New York City,Bronx,ADULT,Psychiatric Inpatient OMH,24787,50,11207,7406601
7/19/2017 9:44,2007,4,New York City,Bronx,ADULT,Intensive Psychiatric Rehabilitation Treatment,24787,301,20856.96,2473473
7/19/2017 9:44,2007,4,New York City,Bronx,ADULT,Partial Hospitalization,24787,192,2823,487130
7/19/2017 9:44,2007,4,New York City,Bronx,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),24787,351,3815,6972059
7/19/2017 9:44,2007,4,New York City,Bronx,ADULT,"Targeted Case Management (ICM, BCM, SCM)",24787,1101,9505,4379924
7/19/2017 9:44,2007,4,New York City,Bronx,CHILD,Home and Community Based Services Waiver (HCBS),11059,189,998,2132704
7/19/2017 9:44,2007,4,New York City,Bronx,CHILD,Clinic Treatment,11059,9984,128897,20150210
7/19/2017 9:44,2007,4,New York City,Bronx,CHILD,Comprehensive Psychiatric Emergency Program,11059,491,728,363173
7/19/2017 9:44,2007,4,New York City,Bronx,CHILD,Community Residence,11059,27,184,1398070
7/19/2017 9:44,2007,4,New York City,Bronx,CHILD,Day Treatment,11059,580,55230,7633457
7/19/2017 9:44,2007,4,New York City,Bronx,CHILD,Family Based Treatment/Teaching Family Home,11059,7,60,232800
7/19/2017 9:44,2007,4,New York City,Bronx,CHILD,Psychiatric Inpatient,11059,245,6686,6816411
7/19/2017 9:44,2007,4,New York City,Bronx,CHILD,Psychiatric Inpatient OMH,11059,141,23850,25342645
7/19/2017 9:44,2007,4,New York City,Bronx,CHILD,Partial Hospitalization,11059,2,47,3868
7/19/2017 9:44,2007,4,New York City,Bronx,CHILD,Residential Treatment Facility,11059,52,11677,5186660
7/19/2017 9:44,2007,4,New York City,Bronx,CHILD,"Targeted Case Management (ICM, BCM, SCM)",11059,105,831,443166
7/19/2017 9:44,2007,4,New York City,Kings,ADULT,Assertive Community Treatment,35451,639,5611,7365976
7/19/2017 9:44,2007,4,New York City,Kings,ADULT,Continuing Day Treatment,35451,2183,234515,20311297
7/19/2017 9:44,2007,4,New York City,Kings,ADULT,Clinic Treatment,35451,27616,478183,62453194
7/19/2017 9:44,2007,4,New York City,Kings,ADULT,Comprehensive Psychiatric Emergency Program,35451,2091,3697,1464246
7/19/2017 9:44,2007,4,New York City,Kings,ADULT,Community Residence,35451,709,6806,12710993
7/19/2017 9:44,2007,4,New York City,Kings,ADULT,Psychiatric Inpatient,35451,5985,162082,134909185
7/19/2017 9:44,2007,4,New York City,Kings,ADULT,Psychiatric Inpatient OMH,35451,33,5785,3787994
7/19/2017 9:44,2007,4,New York City,Kings,ADULT,Intensive Psychiatric Rehabilitation Treatment,35451,165,8617,972628
7/19/2017 9:44,2007,4,New York City,Kings,ADULT,Partial Hospitalization,35451,398,6883,1483857
7/19/2017 9:44,2007,4,New York City,Kings,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),35451,207,2174,3973315
7/19/2017 9:44,2007,4,New York City,Kings,ADULT,"Targeted Case Management (ICM, BCM, SCM)",35451,1555,13042,6109585
7/19/2017 9:44,2007,4,New York City,Kings,CHILD,Home and Community Based Services Waiver (HCBS),12045,245,3457,2464476
7/19/2017 9:44,2007,4,New York City,Kings,CHILD,Clinic Treatment,12045,11139,186280,22919697
7/19/2017 9:44,2007,4,New York City,Kings,CHILD,Comprehensive Psychiatric Emergency Program,12045,224,291,145857
7/19/2017 9:44,2007,4,New York City,Kings,CHILD,Community Residence,12045,62,1266,1016193
7/19/2017 9:44,2007,4,New York City,Kings,CHILD,Day Treatment,12045,386,39721,5497483
7/19/2017 9:44,2007,4,New York City,Kings,CHILD,Family Based Treatment/Teaching Family Home,12045,59,455,1849742
7/19/2017 9:44,2007,4,New York City,Kings,CHILD,Psychiatric Inpatient,12045,422,10224,8820018
7/19/2017 9:44,2007,4,New York City,Kings,CHILD,Psychiatric Inpatient OMH,12045,72,11722,12461538
7/19/2017 9:44,2007,4,New York City,Kings,CHILD,"Targeted Case Management (ICM, BCM, SCM)",12045,320,2544,1445704
7/19/2017 9:44,2007,4,New York City,New York,ADULT,Assertive Community Treatment,39071,815,6866,9224089
7/19/2017 9:44,2007,4,New York City,New York,ADULT,Continuing Day Treatment,39071,2931,263428,32025756
7/19/2017 9:44,2007,4,New York City,New York,ADULT,Clinic Treatment,39071,28127,426949,57609772
7/19/2017 9:44,2007,4,New York City,New York,ADULT,Comprehensive Psychiatric Emergency Program,39071,3530,6569,2441388
7/19/2017 9:44,2007,4,New York City,New York,ADULT,Community Residence,39071,1054,7760,15411577
7/19/2017 9:44,2007,4,New York City,New York,ADULT,Psychiatric Inpatient,39071,7872,177128,162240378
7/19/2017 9:44,2007,4,New York City,New York,ADULT,Psychiatric Inpatient OMH,39071,48,8453,5643855
7/19/2017 9:44,2007,4,New York City,New York,ADULT,Intensive Psychiatric Rehabilitation Treatment,39071,282,15642,1656352
7/19/2017 9:44,2007,4,New York City,New York,ADULT,Partial Hospitalization,39071,42,604,86148
7/19/2017 9:44,2007,4,New York City,New York,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),39071,161,1705,3113508
7/19/2017 9:44,2007,4,New York City,New York,ADULT,"Targeted Case Management (ICM, BCM, SCM)",39071,2339,19915,9822586
7/19/2017 9:44,2007,4,New York City,New York,CHILD,Home and Community Based Services Waiver (HCBS),9573,132,840,2697006
7/19/2017 9:44,2007,4,New York City,New York,CHILD,Clinic Treatment,9573,8685,155038.17,24537460
7/19/2017 9:44,2007,4,New York City,New York,CHILD,Comprehensive Psychiatric Emergency Program,9573,145,181,83648
7/19/2017 9:44,2007,4,New York City,New York,CHILD,Community Residence,9573,35,1014,2533
7/19/2017 9:44,2007,4,New York City,New York,CHILD,Day Treatment,9573,241,23527,3382281
7/19/2017 9:44,2007,4,New York City,New York,CHILD,Family Based Treatment/Teaching Family Home,9573,58,430,1670432
7/19/2017 9:44,2007,4,New York City,New York,CHILD,Psychiatric Inpatient,9573,658,20388,18387922
7/19/2017 9:44,2007,4,New York City,New York,CHILD,Residential Treatment Facility,9573,43,11741,5563236
7/19/2017 9:44,2007,4,New York City,New York,CHILD,"Targeted Case Management (ICM, BCM, SCM)",9573,446,3302,1743076
7/19/2017 9:44,2007,4,New York City,Queens,ADULT,Assertive Community Treatment,20863,482,4004,5230079
7/19/2017 9:44,2007,4,New York City,Queens,ADULT,Continuing Day Treatment,20863,1893,204334,16402616
7/19/2017 9:44,2007,4,New York City,Queens,ADULT,Clinic Treatment,20863,14984,314388,39159116
7/19/2017 9:44,2007,4,New York City,Queens,ADULT,Comprehensive Psychiatric Emergency Program,20863,1441,1935,679096
7/19/2017 9:44,2007,4,New York City,Queens,ADULT,Community Residence,20863,583,5322,9893059
7/19/2017 9:44,2007,4,New York City,Queens,ADULT,Psychiatric Inpatient,20863,3552,70043,61630547
7/19/2017 9:44,2007,4,New York City,Queens,ADULT,Psychiatric Inpatient OMH,20863,48,10942,7192708
7/19/2017 9:44,2007,4,New York City,Queens,ADULT,Intensive Psychiatric Rehabilitation Treatment,20863,363,20555,1970335
7/19/2017 9:44,2007,4,New York City,Queens,ADULT,Partial Hospitalization,20863,432,6199,1548808
7/19/2017 9:44,2007,4,New York City,Queens,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),20863,359,3860,7054947
7/19/2017 9:44,2007,4,New York City,Queens,ADULT,"Targeted Case Management (ICM, BCM, SCM)",20863,1949,15933,7098977
7/19/2017 9:44,2007,4,New York City,Queens,CHILD,Home and Community Based Services Waiver (HCBS),7493,107,682,1938831
7/19/2017 9:44,2007,4,New York City,Queens,CHILD,Clinic Treatment,7493,6082,101044,16423399
7/19/2017 9:44,2007,4,New York City,Queens,CHILD,Comprehensive Psychiatric Emergency Program,7493,218,295,140086
7/19/2017 9:44,2007,4,New York City,Queens,CHILD,Community Residence,7493,12,84,676170
7/19/2017 9:44,2007,4,New York City,Queens,CHILD,Day Treatment,7493,384,44599,9102022
7/19/2017 9:44,2007,4,New York City,Queens,CHILD,Family Based Treatment/Teaching Family Home,7493,12,77,311664
7/19/2017 9:44,2007,4,New York City,Queens,CHILD,Psychiatric Inpatient,7493,642,18293,11108274
7/19/2017 9:44,2007,4,New York City,Queens,CHILD,Psychiatric Inpatient OMH,7493,164,22706,24090502
7/19/2017 9:44,2007,4,New York City,Queens,CHILD,Partial Hospitalization,7493,64,1216,283005
7/19/2017 9:44,2007,4,New York City,Queens,CHILD,Residential Treatment Facility,7493,93,21738,8846537
7/19/2017 9:44,2007,4,New York City,Queens,CHILD,"Targeted Case Management (ICM, BCM, SCM)",7493,546,3916,2104032
7/19/2017 9:44,2007,4,New York City,Richmond,ADULT,Assertive Community Treatment,6220,146,1241,1515935
7/19/2017 9:44,2007,4,New York City,Richmond,ADULT,Continuing Day Treatment,6220,474,38932,3236787
7/19/2017 9:44,2007,4,New York City,Richmond,ADULT,Clinic Treatment,6220,3460,47881,6986898
7/19/2017 9:44,2007,4,New York City,Richmond,ADULT,Comprehensive Psychiatric Emergency Program,6220,857,1411,581440
7/19/2017 9:44,2007,4,New York City,Richmond,ADULT,Community Residence,6220,165,1405,3005436
7/19/2017 9:44,2007,4,New York City,Richmond,ADULT,Psychiatric Inpatient,6220,970,18266,13362463
7/19/2017 9:44,2007,4,New York City,Richmond,ADULT,Psychiatric Inpatient OMH,6220,35,5005,3349977
7/19/2017 9:44,2007,4,New York City,Richmond,ADULT,Partial Hospitalization,6220,180,2510,362273
7/19/2017 9:44,2007,4,New York City,Richmond,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),6220,1418,15247,27874556
7/19/2017 9:44,2007,4,New York City,Richmond,ADULT,"Targeted Case Management (ICM, BCM, SCM)",6220,387,3081,1529243
7/19/2017 9:44,2007,4,New York City,Richmond,CHILD,Home and Community Based Services Waiver (HCBS),1593,36,216,555780
7/19/2017 9:44,2007,4,New York City,Richmond,CHILD,Clinic Treatment,1593,1362,24672,6518834
7/19/2017 9:44,2007,4,New York City,Richmond,CHILD,Comprehensive Psychiatric Emergency Program,1593,143,225,111935
7/19/2017 9:44,2007,4,New York City,Richmond,CHILD,Community Residence,1593,19,126,289640
7/19/2017 9:44,2007,4,New York City,Richmond,CHILD,Day Treatment,1593,408,16684,2641643
7/19/2017 9:44,2007,4,New York City,Richmond,CHILD,Family Based Treatment/Teaching Family Home,1593,32,223,875905
7/19/2017 9:44,2007,4,New York City,Richmond,CHILD,Psychiatric Inpatient,1593,58,851,551213
7/19/2017 9:44,2007,4,New York City,Richmond,CHILD,Psychiatric Inpatient OMH,1593,31,3348,3559559
7/19/2017 9:44,2007,4,New York City,Richmond,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1593,125,1024,539875
7/19/2017 9:44,2007,5,Long Island,Nassau,ADULT,Assertive Community Treatment,8187,176,1663,2251648
7/19/2017 9:44,2007,5,Long Island,Nassau,ADULT,Continuing Day Treatment,8187,783,85587,6595414
7/19/2017 9:44,2007,5,Long Island,Nassau,ADULT,Clinic Treatment,8187,4352,62227,13599638
7/19/2017 9:44,2007,5,Long Island,Nassau,ADULT,Community Residence,8187,422,3927,12250040
7/19/2017 9:44,2007,5,Long Island,Nassau,ADULT,Psychiatric Inpatient,8187,2764,64163,49411887
7/19/2017 9:44,2007,5,Long Island,Nassau,ADULT,Intensive Psychiatric Rehabilitation Treatment,8187,96,4724,430690
7/19/2017 9:44,2007,5,Long Island,Nassau,ADULT,Partial Hospitalization,8187,265,4436,347097
7/19/2017 9:44,2007,5,Long Island,Nassau,ADULT,"Targeted Case Management (ICM, BCM, SCM)",8187,1907,14752,6751570
7/19/2017 9:44,2007,5,Long Island,Nassau,CHILD,Home and Community Based Services Waiver (HCBS),1796,94,699,2061243
7/19/2017 9:44,2007,5,Long Island,Nassau,CHILD,Clinic Treatment,1796,1341,17269,4330422
7/19/2017 9:44,2007,5,Long Island,Nassau,CHILD,Community Residence,1796,56,342,2817518
7/19/2017 9:44,2007,5,Long Island,Nassau,CHILD,Day Treatment,1796,44,4203,583776
7/19/2017 9:44,2007,5,Long Island,Nassau,CHILD,Family Based Treatment/Teaching Family Home,1796,60,475,2389104
7/19/2017 9:44,2007,5,Long Island,Nassau,CHILD,Psychiatric Inpatient,1796,272,8973,7197705
7/19/2017 9:44,2007,5,Long Island,Nassau,CHILD,Residential Treatment Facility,1796,47,8930,3622702
7/19/2017 9:44,2007,5,Long Island,Nassau,CHILD,"Targeted Case Management (ICM, BCM, SCM)",1796,102,714,420967
7/19/2017 9:44,2007,5,Long Island,Suffolk,ADULT,Assertive Community Treatment,8240,381,3491,4874071
7/19/2017 9:44,2007,5,Long Island,Suffolk,ADULT,Continuing Day Treatment,8240,761,46727,4299414
7/19/2017 9:44,2007,5,Long Island,Suffolk,ADULT,Clinic Treatment,8240,4353,65845,14404748
7/19/2017 9:44,2007,5,Long Island,Suffolk,ADULT,Comprehensive Psychiatric Emergency Program,8240,602,811,250095
7/19/2017 9:44,2007,5,Long Island,Suffolk,ADULT,Community Residence,8240,824,7609,21670388
7/19/2017 9:44,2007,5,Long Island,Suffolk,ADULT,Psychiatric Inpatient,8240,1406,22332,17909659
7/19/2017 9:44,2007,5,Long Island,Suffolk,ADULT,Psychiatric Inpatient OMH,8240,94,23125,15545693
7/19/2017 9:44,2007,5,Long Island,Suffolk,ADULT,Intensive Psychiatric Rehabilitation Treatment,8240,243,6535,699731
7/19/2017 9:44,2007,5,Long Island,Suffolk,ADULT,Partial Hospitalization,8240,350,4728,477711
7/19/2017 9:44,2007,5,Long Island,Suffolk,ADULT,Personalized Recovery Oriented Services,8240,1286,12185,5556553
7/19/2017 9:44,2007,5,Long Island,Suffolk,ADULT,Recovery Services (PMHP - Prepaid Mental Health Plan),8240,823,8327,15532165
7/19/2017 9:44,2007,5,Long Island,Suffolk,ADULT,"Targeted Case Management (ICM, BCM, SCM)",8240,2494,21647,9960706
7/19/2017 9:44,2007,5,Long Island,Suffolk,CHILD,Home and Community Based Services Waiver (HCBS),2454,135,677,1570011
7/19/2017 9:44,2007,5,Long Island,Suffolk,CHILD,Clinic Treatment,2454,1689,23858,4649983
7/19/2017 9:44,2007,5,Long Island,Suffolk,CHILD,Comprehensive Psychiatric Emergency Program,2454,138,184,92388
7/19/2017 9:44,2007,5,Long Island,Suffolk,CHILD,Community Residence,2454,25,192,1697447
7/19/2017 9:44,2007,5,Long Island,Suffolk,CHILD,Day Treatment,2454,53,1552,494854
7/19/2017 9:44,2007,5,Long Island,Suffolk,CHILD,Family Based Treatment/Teaching Family Home,2454,21,175,692456
7/19/2017 9:44,2007,5,Long Island,Suffolk,CHILD,Psychiatric Inpatient,2454,525,26314,17049213
7/19/2017 9:44,2007,5,Long Island,Suffolk,CHILD,Psychiatric Inpatient OMH,2454,186,18100,19812936
7/19/2017 9:44,2007,5,Long Island,Suffolk,CHILD,Partial Hospitalization,2454,101,1726,239000
7/19/2017 9:44,2007,5,Long Island,Suffolk,CHILD,"Targeted Case Management (ICM, BCM, SCM)",2454,210,1547,723015
7/19/2017 9:44,2008,1,Western NY,Allegany,ADULT,Continuing Day Treatment,644,189,7996,607461
7/19/2017 9:44,2008,1,Western NY,Allegany,ADULT,Clinic Treatment,644,497,5037,738429
7/19/2017 9:44,2008,1,Western NY,Allegany,ADULT,Community Residence,644,16,99,195008
7/19/2017 9:44,2008,1,Western NY,Allegany,ADULT,"Targeted Case Management (ICM, BCM, SCM)",644,52,237,113385
7/19/2017 9:44,2008,1,Western NY,Allegany,CHILD,Clinic Treatment,268,253,3195,420715
7/19/2017 9:44,2008,1,Western NY,Allegany,CHILD,Community Residence,268,1,2,3753
7/19/2017 9:44,2008,1,Western NY,Allegany,CHILD,"Targeted Case Management (ICM, BCM, SCM)",268,57,276,144439
7/19/2017 9:44,2008,1,Western NY,Cattaraugus,ADULT,Continuing Day Treatment,1706,190,18535,1094501
7/19/2017 9:44,2008,1,Western NY,Cattaraugus,ADULT,Clinic Treatment,1706,1289,5125,1052745
7/19/2017 9:44,2008,1,Western NY,Cattaraugus,ADULT,Community Residence,1706,70,824,1734182
7/19/2017 9:44,2008,1,Western NY,Cattaraugus,ADULT,Psychiatric Inpatient,1706,323,2127,597067
